"","iter","V2","init","rep1","aux1","mejor","V7"
"1","50","R1","200","1","0.185204171445286","8390.26508232351","0.115005970001221"
"2","50","R1","200","2","0.146083877446356","8793.10175041453","0.109005928039551"
"3","50","R1","200","3","0.17288962243762","8517.07271550304","0.108006000518799"
"4","50","R1","200","4","0.169835182975413","8548.52544987858","0.111005783081055"
"5","50","R1","200","5","0.13162460418","8941.9944316862","0.109005928039551"
"6","50","R1","200","6","0.155477361557409","8696.37344256577","0.125006914138794"
"7","50","R1","200","7","0.180093414371442","8442.89250764669","0.123006820678711"
"8","50","R1","200","8","0.163704901051367","8611.65131352389","0.138007879257202"
"9","50","R1","200","9","0.170897452893348","8537.58684920329","0.120007038116455"
"10","50","R1","200","10","0.126299943608375","8996.82450334792","0.112005949020386"
"11","50","R1","200","11","0.169881198579428","8548.05160955923","0.112007141113281"
"12","50","R1","200","12","0.185049631586553","8391.85643850761","0.114006042480469"
"13","50","R1","200","13","0.146517984052071","8788.63158823611","0.113006830215454"
"14","50","R1","200","14","0.162429776419151","8624.78176081186","0.108006000518799"
"15","50","R1","200","15","0.155479296327015","8696.35351950124","0.119007110595703"
"16","50","R1","200","16","0.17934486372903","8450.60062064541","0.108006000518799"
"17","50","R1","200","17","0.1419313342925","8835.86207957385","0.107006072998047"
"18","50","R1","200","18","0.14753288424955","8778.18077173642","0.106006145477295"
"19","50","R1","200","19","0.195757866787388","8281.58963454245","0.122007131576538"
"20","50","R1","200","20","0.179185034410651","8452.24644442375","0.107006072998047"
"21","50","R1","200","21","0.161417822043325","8635.20224305643","0.107006072998047"
"22","50","R1","200","22","0.194608717216156","8293.42286832198","0.11100697517395"
"23","50","R1","200","23","0.192169641560502","8318.5389656185","0.107006072998047"
"24","50","R1","200","24","0.186814059300177","8373.68744976577","0.108006000518799"
"25","50","R1","200","25","0.146020465060202","8793.75473207042","0.110005855560303"
"26","50","R1","200","26","0.159453690600169","8655.42765767819","0.107006072998047"
"27","50","R1","200","27","0.159737580181416","8652.50433780185","0.108006000518799"
"28","50","R1","200","28","0.179310423544428","8450.95526443244","0.10900616645813"
"29","50","R1","200","29","0.146203572000783","8791.86920969039","0.118006944656372"
"30","50","R1","200","30","0.175100888661911","8494.30245927542","0.112005949020386"
"31","100","R1","200","1","0.180089108182845","8442.93685012189","0.10900616645813"
"32","100","R1","200","2","0.190108911525128","8339.75909298533","0.122007131576538"
"33","100","R1","200","3","0.204898194691973","8187.46817322513","0.113006114959717"
"34","100","R1","200","4","0.19259375032244","8314.17175507116","0.113005876541138"
"35","100","R1","200","5","0.164863860138877","8599.71706739377","0.107006072998047"
"36","100","R1","200","6","0.195226711432665","8287.05914490301","0.106005907058716"
"37","100","R1","200","7","0.154353732529914","8707.94388152052","0.11100697517395"
"38","100","R1","200","8","0.133017825365021","8927.64789890956","0.110006093978882"
"39","100","R1","200","9","0.123333413367399","9027.37200276342","0.108006000518799"
"40","100","R1","200","10","0.142207944457364","8833.01371863933","0.108006000518799"
"41","100","R1","200","11","0.171250959804066","8533.94665299042","0.110006093978882"
"42","100","R1","200","12","0.15927891130008","8657.22742715081","0.109005928039551"
"43","100","R1","200","13","0.189439290549054","8346.65443694397","0.12300705909729"
"44","100","R1","200","14","0.146886718392691","8784.83458933856","0.165009021759033"
"45","100","R1","200","15","0.174685960888125","8498.57512966729","0.104005813598633"
"46","100","R1","200","16","0.141671725341973","8838.53537248519","0.100006103515625"
"47","100","R1","200","17","0.198613960155404","8252.17934595516","0.106006145477295"
"48","100","R1","200","18","0.18710840025394","8370.65650809903","0.101006031036377"
"49","100","R1","200","19","0.161252474750343","8636.90488753513","0.103005886077881"
"50","100","R1","200","20","0.192586942214566","8314.24186076852","0.108006000518799"
"51","100","R1","200","21","0.182994608315685","8413.01780113205","0.108006000518799"
"52","100","R1","200","22","0.157971570168442","8670.68962008683","0.108006000518799"
"53","100","R1","200","23","0.159438220022602","8655.58696414764","0.107006072998047"
"54","100","R1","200","24","0.131621388337855","8942.0275464459","0.106006145477295"
"55","100","R1","200","25","0.204257328108338","8194.06742217887","0.108006000518799"
"56","100","R1","200","26","0.187894881626893","8362.5578078233","0.116007089614868"
"57","100","R1","200","27","0.190268085060354","8338.12002205758","0.110006093978882"
"58","100","R1","200","28","0.187172909514429","8369.99223150752","0.107006072998047"
"59","100","R1","200","29","0.191720621952761","8323.16269269721","0.110005855560303"
"60","100","R1","200","30","0.177833487573495","8466.16384046028","0.107006072998047"
"61","200","R1","200","1","0.171599948725081","8530.35298024998","0.107006072998047"
"62","200","R1","200","2","0.148138088212475","8771.94875446306","0.105005979537964"
"63","200","R1","200","3","0.197251762125732","8266.20642140526","0.107005834579468"
"64","200","R1","200","4","0.175461168702159","8490.59251755062","0.109005928039551"
"65","200","R1","200","5","0.160286474796596","8646.8521594742","0.109005928039551"
"66","200","R1","200","6","0.177079163121864","8473.93140858651","0.109007120132446"
"67","200","R1","200","7","0.190948685405975","8331.11161932065","0.107006072998047"
"68","200","R1","200","8","0.153466388534946","8717.08120289119","0.126007080078125"
"69","200","R1","200","9","0.149298795400337","8759.99650747328","0.107006072998047"
"70","200","R1","200","10","0.15337320234502","8718.04077682137","0.110005855560303"
"71","200","R1","200","11","0.166508673006724","8582.77979858554","0.112005949020386"
"72","200","R1","200","12","0.187328962957973","8368.38528936023","0.106006860733032"
"73","200","R1","200","13","0.172344610347285","8522.6849139836","0.113005876541138"
"74","200","R1","200","14","0.179423364440778","8449.79226871523","0.107006072998047"
"75","200","R1","200","15","0.18682881380712","8373.53551695013","0.108006954193115"
"76","200","R1","200","16","0.210501357760041","8129.77025456499","0.108006000518799"
"77","200","R1","200","17","0.199934018247264","8238.58620160337","0.111006021499634"
"78","200","R1","200","18","0.107615599763361","9189.22435648294","0.108006954193115"
"79","200","R1","200","19","0.1809305357308","8434.27234801291","0.111006021499634"
"80","200","R1","200","20","0.148759348625906","8765.55139776195","0.11100697517395"
"81","200","R1","200","21","0.169901722366542","8547.84026825341","0.12300705909729"
"82","200","R1","200","22","0.136734474304827","8889.37613961714","0.110006093978882"
"83","200","R1","200","23","0.216722993952685","8065.70368098586","0.109005928039551"
"84","200","R1","200","24","0.144108469471346","8813.44328380882","0.108006954193115"
