"","Procesa","Ordenamiento","Tiempos"
"216",7,4,1.44999999998254
"217",7,4,1.46000000002095
"218",7,4,1.47000000000116
"219",7,4,1.48000000001048
"220",7,4,1.5
"221",7,4,1.5
"222",7,5,0.489999999990687
"223",7,5,0.520000000018626
"224",7,5,0.489999999990687
"225",7,5,0.479999999981374
"226",7,5,0.479999999981374
"227",7,5,0.479999999981374
"228",7,5,0.479999999981374
"229",7,5,0.480000000010477
"230",7,6,1.05000000001746
"231",7,6,1.02999999999884
"232",7,6,0.959999999991851
"233",7,6,0.980000000010477
"234",7,6,0.989999999990687
"235",7,6,0.980000000010477
"236",7,6,0.970000000001164
"237",7,6,0.970000000001164
"238",7,7,3.32000000000698
"239",7,7,3.20000000001164
"240",7,7,3.09999999997672
"241",7,7,3.22000000000116
"242",7,7,3.14999999999418
"243",7,7,3.17000000001281
"244",7,7,3.11999999999534
"245",7,7,3.09999999997672
